,Date,Forecast Pool Price,Actual Posted Pool Price,Day-Ahead Forecasted AIL,Actual AIL,Forecasted & Actual AIL Difference,Hour,Month,Day,Year
0,2017-01-01,15.47,16.26,"9,256","9,480",-224,1,1,1,2017
1,2017-01-01,15.38,15.38,"9,109","9,326",-217,2,1,1,2017
2,2017-01-01,15.38,15.38,"9,016","9,252",-236,3,1,1,2017
3,2017-01-01,15.37,15.37,"8,979","9,175",-196,4,1,1,2017
4,2017-01-01,15.33,15.27,"8,986","9,125",-139,5,1,1,2017
5,2017-01-01,15.26,15.26,"9,032","9,144",-112,6,1,1,2017
6,2017-01-01,15.3,15.32,"9,144","9,202",-58,7,1,1,2017
7,2017-01-01,15.37,15.37,"9,576","9,363",213,8,1,1,2017
8,2017-01-01,15.46,15.44,"9,764","9,550",214,9,1,1,2017
9,2017-01-01,15.46,15.46,"9,852","9,641",211,10,1,1,2017
10,2017-01-01,15.46,15.46,"9,957","9,734",223,11,1,1,2017
11,2017-01-01,15.66,20.34,"10,018","9,826",192,12,1,1,2017
12,2017-01-01,20.86,21.41,"10,036","9,879",157,13,1,1,2017
13,2017-01-01,21.41,21.41,"10,014","9,932",82,14,1,1,2017
14,2017-01-01,21.41,21.0,"10,001","9,894",107,15,1,1,2017
15,2017-01-01,21.19,21.0,"10,069","9,982",87,16,1,1,2017
16,2017-01-01,23.91,21.58,"10,358","10,305",53,17,1,1,2017
17,2017-01-01,25.27,23.93,"10,806","10,682",124,18,1,1,2017
18,2017-01-01,24.08,24.88,"10,708","10,620",88,19,1,1,2017
19,2017-01-01,25.26,26.0,"10,617","10,511",106,20,1,1,2017
20,2017-01-01,23.93,24.1,"10,507","10,403",104,21,1,1,2017
21,2017-01-01,23.05,23.99,"10,319","10,236",83,22,1,1,2017
22,2017-01-01,21.53,22.21,"9,966","10,048",-82,23,1,1,2017
23,2017-01-01,21.54,21.61,"9,615","9,845",-230,24,1,1,2017
24,2017-01-02,21.08,20.81,"9,735","9,634",101,1,1,2,2017
25,2017-01-02,20.5,20.59,"9,609","9,482",127,2,1,2,2017
26,2017-01-02,21.37,21.19,"9,496","9,409",87,3,1,2,2017
27,2017-01-02,20.75,20.86,"9,427","9,371",56,4,1,2,2017
28,2017-01-02,21.14,20.89,"9,426","9,439",-13,5,1,2,2017
29,2017-01-02,21.41,21.3,"9,486","9,541",-55,6,1,2,2017
30,2017-01-02,20.97,21.41,"9,620","9,774",-154,7,1,2,2017
31,2017-01-02,21.44,21.52,"9,701","10,003",-302,8,1,2,2017
32,2017-01-02,23.58,26.11,"9,860","10,242",-382,9,1,2,2017
33,2017-01-02,35.22,39.42,"9,938","10,361",-423,10,1,2,2017
34,2017-01-02,47.34,44.7,"10,051","10,488",-437,11,1,2,2017
35,2017-01-02,47.0,46.77,"10,154","10,548",-394,12,1,2,2017
36,2017-01-02,31.27,30.19,"10,189","10,543",-354,13,1,2,2017
37,2017-01-02,23.13,26.98,"10,169","10,562",-393,14,1,2,2017
38,2017-01-02,22.15,26.0,"10,154","10,536",-382,15,1,2,2017
39,2017-01-02,26.7,26.98,"10,235","10,631",-396,16,1,2,2017
40,2017-01-02,37.47,26.42,"10,586","10,889",-303,17,1,2,2017
41,2017-01-02,26.94,51.23,"10,978","11,207",-229,18,1,2,2017
42,2017-01-02,49.75,51.17,"10,859","11,109",-250,19,1,2,2017
43,2017-01-02,56.99,50.14,"10,718","11,051",-333,20,1,2,2017
44,2017-01-02,32.65,32.47,"10,593","10,976",-383,21,1,2,2017
45,2017-01-02,27.29,25.58,"10,408","10,725",-317,22,1,2,2017
46,2017-01-02,21.64,21.58,"10,086","10,392",-306,23,1,2,2017
47,2017-01-02,21.9,21.98,"9,772","10,138",-366,24,1,2,2017
48,2017-01-03,22.03,21.86,"9,605","9,903",-298,1,1,3,2017
49,2017-01-03,22.7,22.42,"9,500","9,788",-288,2,1,3,2017
50,2017-01-03,22.22,22.2,"9,444","9,673",-229,3,1,3,2017
51,2017-01-03,22.1,22.12,"9,436","9,682",-246,4,1,3,2017
52,2017-01-03,23.69,22.35,"9,497","9,751",-254,5,1,3,2017
53,2017-01-03,23.0,22.81,"9,678","9,928",-250,6,1,3,2017
54,2017-01-03,32.65,27.77,"10,069","10,297",-228,7,1,3,2017
55,2017-01-03,26.69,27.77,"10,719","10,692",27,8,1,3,2017
56,2017-01-03,39.36,41.49,"10,870","10,988",-118,9,1,3,2017
57,2017-01-03,27.77,27.89,"10,859","11,011",-152,10,1,3,2017
58,2017-01-03,27.84,27.8,"10,888","11,015",-127,11,1,3,2017
59,2017-01-03,27.33,27.77,"10,893","10,994",-101,12,1,3,2017
60,2017-01-03,27.77,27.77,"10,855","10,978",-123,13,1,3,2017
61,2017-01-03,27.77,27.51,"10,836","10,951",-115,14,1,3,2017
62,2017-01-03,25.88,25.67,"10,821","10,941",-120,15,1,3,2017
63,2017-01-03,27.77,27.77,"10,854","10,956",-102,16,1,3,2017
64,2017-01-03,27.79,27.77,"11,062","11,132",-70,17,1,3,2017
65,2017-01-03,27.77,27.68,"11,420","11,378",42,18,1,3,2017
66,2017-01-03,25.89,26.29,"11,296","11,295",1,19,1,3,2017
67,2017-01-03,27.77,23.59,"11,195","11,160",35,20,1,3,2017
68,2017-01-03,23.25,24.26,"11,068","11,024",44,21,1,3,2017
69,2017-01-03,23.06,25.47,"10,840","10,778",62,22,1,3,2017
70,2017-01-03,21.73,22.29,"10,454","10,436",18,23,1,3,2017
71,2017-01-03,21.14,20.62,"10,096","10,101",-5,24,1,3,2017
72,2017-01-04,19.61,19.57,"9,572","9,881",-309,1,1,4,2017
73,2017-01-04,18.11,18.06,"9,445","9,733",-288,2,1,4,2017
74,2017-01-04,17.74,17.74,"9,374","9,644",-270,3,1,4,2017
75,2017-01-04,17.74,17.96,"9,358","9,614",-256,4,1,4,2017
76,2017-01-04,18.11,18.11,"9,412","9,618",-206,5,1,4,2017
77,2017-01-04,18.21,18.56,"9,604","9,776",-172,6,1,4,2017
78,2017-01-04,22.82,20.7,"10,046","10,155",-109,7,1,4,2017
79,2017-01-04,25.94,23.59,"10,710","10,569",141,8,1,4,2017
80,2017-01-04,24.53,27.54,"10,830","10,723",107,9,1,4,2017
81,2017-01-04,26.98,27.77,"10,759","10,721",38,10,1,4,2017
82,2017-01-04,27.77,27.77,"10,762","10,705",57,11,1,4,2017
83,2017-01-04,27.77,27.77,"10,752","10,683",69,12,1,4,2017
84,2017-01-04,27.77,27.77,"10,698","10,662",36,13,1,4,2017
85,2017-01-04,27.77,27.77,"10,683","10,652",31,14,1,4,2017
86,2017-01-04,26.53,27.77,"10,666","10,652",14,15,1,4,2017
87,2017-01-04,28.92,27.77,"10,704","10,705",-1,16,1,4,2017
88,2017-01-04,28.74,28.27,"10,926","10,942",-16,17,1,4,2017
89,2017-01-04,32.11,35.12,"11,306","11,254",52,18,1,4,2017
90,2017-01-04,35.12,29.02,"11,173","11,100",73,19,1,4,2017
91,2017-01-04,28.78,29.78,"11,088","11,003",85,20,1,4,2017
92,2017-01-04,32.89,34.18,"10,964","10,858",106,21,1,4,2017
93,2017-01-04,35.15,35.85,"10,719","10,619",100,22,1,4,2017
94,2017-01-04,27.85,27.98,"10,312","10,257",55,23,1,4,2017
95,2017-01-04,22.11,21.79,"9,941","9,955",-14,24,1,4,2017
96,2017-01-05,24.97,21.36,"9,647","9,700",-53,1,1,5,2017
97,2017-01-05,19.06,18.94,"9,516","9,564",-48,2,1,5,2017
98,2017-01-05,18.59,18.26,"9,444","9,488",-44,3,1,5,2017
99,2017-01-05,18.11,17.76,"9,429","9,475",-46,4,1,5,2017
100,2017-01-05,18.1,18.1,"9,482","9,496",-14,5,1,5,2017
101,2017-01-05,18.04,18.1,"9,678","9,639",39,6,1,5,2017
102,2017-01-05,21.62,18.89,"10,121","9,998",123,7,1,5,2017
103,2017-01-05,21.11,20.69,"10,682","10,410",272,8,1,5,2017
104,2017-01-05,19.2,22.46,"10,815","10,604",211,9,1,5,2017
105,2017-01-05,20.61,21.03,"10,758","10,573",185,10,1,5,2017
106,2017-01-05,19.35,20.16,"10,753","10,610",143,11,1,5,2017
107,2017-01-05,21.14,21.02,"10,741","10,644",97,12,1,5,2017
108,2017-01-05,19.07,19.56,"10,685","10,643",42,13,1,5,2017
109,2017-01-05,19.07,19.07,"10,673","10,643",30,14,1,5,2017
110,2017-01-05,19.06,19.05,"10,652","10,636",16,15,1,5,2017
111,2017-01-05,18.42,19.03,"10,685","10,667",18,16,1,5,2017
112,2017-01-05,19.79,18.88,"10,889","10,912",-23,17,1,5,2017
113,2017-01-05,20.88,21.03,"11,259","11,219",40,18,1,5,2017
114,2017-01-05,19.07,19.07,"11,134","11,074",60,19,1,5,2017
115,2017-01-05,19.07,19.06,"11,054","10,898",156,20,1,5,2017
116,2017-01-05,19.05,19.06,"10,924","10,782",142,21,1,5,2017
117,2017-01-05,18.9,19.06,"10,681","10,602",79,22,1,5,2017
118,2017-01-05,18.59,18.25,"10,280","10,275",5,23,1,5,2017
119,2017-01-05,18.11,18.11,"9,914","9,949",-35,24,1,5,2017
120,2017-01-06,18.11,18.1,"9,804","9,731",73,1,1,6,2017
121,2017-01-06,19.07,18.4,"9,676","9,616",60,2,1,6,2017
122,2017-01-06,18.11,18.1,"9,604","9,576",28,3,1,6,2017
123,2017-01-06,18.11,18.11,"9,589","9,553",36,4,1,6,2017
124,2017-01-06,18.74,18.11,"9,645","9,583",62,5,1,6,2017
125,2017-01-06,18.9,18.92,"9,825","9,834",-9,6,1,6,2017
126,2017-01-06,26.27,21.36,"10,230","10,169",61,7,1,6,2017
127,2017-01-06,25.35,26.19,"10,702","10,602",100,8,1,6,2017
128,2017-01-06,27.95,32.63,"10,865","10,867",-2,9,1,6,2017
129,2017-01-06,27.77,30.73,"10,836","10,915",-79,10,1,6,2017
130,2017-01-06,33.78,32.44,"10,844","10,958",-114,11,1,6,2017
131,2017-01-06,29.34,28.2,"10,827","10,999",-172,12,1,6,2017
132,2017-01-06,27.77,22.49,"10,767","10,910",-143,13,1,6,2017
133,2017-01-06,19.42,19.65,"10,743","10,843",-100,14,1,6,2017
134,2017-01-06,19.5,19.44,"10,711","10,760",-49,15,1,6,2017
135,2017-01-06,20.61,20.54,"10,717","10,895",-178,16,1,6,2017
136,2017-01-06,23.93,22.69,"10,871","11,035",-164,17,1,6,2017
137,2017-01-06,28.09,27.77,"11,206","11,305",-99,18,1,6,2017
138,2017-01-06,27.77,26.77,"11,076","11,153",-77,19,1,6,2017
139,2017-01-06,28.09,27.77,"10,978","11,014",-36,20,1,6,2017
140,2017-01-06,28.23,27.96,"10,850","10,923",-73,21,1,6,2017
141,2017-01-06,23.06,22.5,"10,635","10,702",-67,22,1,6,2017
142,2017-01-06,19.44,19.39,"10,314","10,389",-75,23,1,6,2017
143,2017-01-06,19.07,18.69,"10,011","10,121",-110,24,1,6,2017
144,2017-01-07,19.06,19.06,"9,842","9,907",-65,1,1,7,2017
145,2017-01-07,18.94,18.36,"9,692","9,711",-19,2,1,7,2017
146,2017-01-07,18.27,18.11,"9,602","9,631",-29,3,1,7,2017
147,2017-01-07,18.11,18.11,"9,567","9,620",-53,4,1,7,2017
148,2017-01-07,18.51,18.55,"9,584","9,637",-53,5,1,7,2017
149,2017-01-07,19.06,19.07,"9,655","9,715",-60,6,1,7,2017
150,2017-01-07,19.53,19.92,"9,810","9,873",-63,7,1,7,2017
151,2017-01-07,22.71,24.47,"10,159","10,105",54,8,1,7,2017
152,2017-01-07,27.77,33.77,"10,384","10,352",32,9,1,7,2017
153,2017-01-07,33.0,32.69,"10,488","10,456",32,10,1,7,2017
154,2017-01-07,35.11,35.8,"10,564","10,572",-8,11,1,7,2017
155,2017-01-07,42.07,39.56,"10,584","10,641",-57,12,1,7,2017
156,2017-01-07,40.24,40.0,"10,552","10,664",-112,13,1,7,2017
157,2017-01-07,36.04,40.0,"10,506","10,639",-133,14,1,7,2017
158,2017-01-07,36.32,38.28,"10,474","10,599",-125,15,1,7,2017
159,2017-01-07,33.95,31.38,"10,508","10,603",-95,16,1,7,2017
160,2017-01-07,34.23,33.37,"10,751","10,834",-83,17,1,7,2017
161,2017-01-07,53.71,48.96,"11,143","11,145",-2,18,1,7,2017
162,2017-01-07,36.86,36.9,"11,033","11,068",-35,19,1,7,2017
163,2017-01-07,28.51,28.51,"10,914","10,947",-33,20,1,7,2017
164,2017-01-07,28.26,28.18,"10,783","10,879",-96,21,1,7,2017
165,2017-01-07,31.36,31.73,"10,609","10,654",-45,22,1,7,2017
166,2017-01-07,27.83,31.72,"10,347","10,397",-50,23,1,7,2017
167,2017-01-07,26.05,27.77,"10,077","10,126",-49,24,1,7,2017
168,2017-01-08,23.95,24.06,"9,943","9,885",58,1,1,8,2017
169,2017-01-08,22.36,21.67,"9,813","9,771",42,2,1,8,2017
170,2017-01-08,19.35,19.83,"9,730","9,693",37,3,1,8,2017
171,2017-01-08,20.45,19.35,"9,693","9,624",69,4,1,8,2017
172,2017-01-08,19.53,19.15,"9,707","9,602",105,5,1,8,2017
173,2017-01-08,19.07,19.02,"9,761","9,608",153,6,1,8,2017
174,2017-01-08,19.06,19.07,"9,863","9,720",143,7,1,8,2017
175,2017-01-08,19.07,19.08,"10,117","9,900",217,8,1,8,2017
176,2017-01-08,19.99,20.08,"10,286","10,106",180,9,1,8,2017
177,2017-01-08,21.07,21.12,"10,375","10,231",144,10,1,8,2017
178,2017-01-08,24.42,24.24,"10,467","10,354",113,11,1,8,2017
179,2017-01-08,27.55,27.55,"10,522","10,426",96,12,1,8,2017
180,2017-01-08,27.77,30.25,"10,542","10,482",60,13,1,8,2017
181,2017-01-08,27.55,27.77,"10,526","10,468",58,14,1,8,2017
182,2017-01-08,27.77,27.77,"10,521","10,522",-1,15,1,8,2017
183,2017-01-08,27.4,27.55,"10,594","10,610",-16,16,1,8,2017
184,2017-01-08,30.37,28.07,"10,886","10,919",-33,17,1,8,2017
185,2017-01-08,36.22,47.99,"11,285","11,288",-3,18,1,8,2017
186,2017-01-08,34.09,36.58,"11,201","11,164",37,19,1,8,2017
