,Date,Forecast Pool Price,Actual Posted Pool Price,Day-Ahead Forecasted AIL,Actual AIL,Forecasted & Actual AIL Difference,Hour,Month,Day,Year
0,2013-01-01,18.03,18.31,"8,549","8,570",-21,1,1,1,2013
1,2013-01-01,20.6,19.15,"8,387","8,439",-52,2,1,1,2013
2,2013-01-01,20.65,17.47,"8,296","8,305",-9,3,1,1,2013
3,2013-01-01,10.92,11.31,"8,263","8,210",53,4,1,1,2013
4,2013-01-01,10.89,10.84,"8,283","8,144",139,5,1,1,2013
5,2013-01-01,10.89,10.43,"8,389","8,153",236,6,1,1,2013
6,2013-01-01,10.72,10.31,"8,614","8,239",375,7,1,1,2013
7,2013-01-01,11.36,10.88,"8,504","8,363",141,8,1,1,2013
8,2013-01-01,10.9,10.88,"8,687","8,456",231,9,1,1,2013
9,2013-01-01,10.83,10.87,"8,740","8,499",241,10,1,1,2013
10,2013-01-01,10.85,10.87,"8,830","8,634",196,11,1,1,2013
11,2013-01-01,10.9,10.88,"8,887","8,749",138,12,1,1,2013
12,2013-01-01,10.9,10.9,"8,876","8,842",34,13,1,1,2013
13,2013-01-01,10.91,10.91,"8,852","8,827",25,14,1,1,2013
14,2013-01-01,12.5,10.94,"8,845","8,829",16,15,1,1,2013
15,2013-01-01,12.68,12.8,"8,911","8,913",-2,16,1,1,2013
16,2013-01-01,16.54,18.2,"9,217","9,280",-63,17,1,1,2013
17,2013-01-01,35.21,32.48,"9,582","9,745",-163,18,1,1,2013
18,2013-01-01,31.47,31.69,"9,463","9,649",-186,19,1,1,2013
19,2013-01-01,25.87,26.29,"9,357","9,515",-158,20,1,1,2013
20,2013-01-01,22.64,24.65,"9,272","9,441",-169,21,1,1,2013
21,2013-01-01,21.73,21.74,"9,098","9,223",-125,22,1,1,2013
22,2013-01-01,13.62,13.49,"8,793","8,898",-105,23,1,1,2013
23,2013-01-01,12.52,13.1,"8,470","8,624",-154,24,1,1,2013
24,2013-01-02,11.27,12.61,"8,244","8,451",-207,1,1,2,2013
25,2013-01-02,14.43,13.92,"8,132","8,310",-178,2,1,2,2013
26,2013-01-02,13.16,14.3,"8,072","8,240",-168,3,1,2,2013
27,2013-01-02,10.94,13.78,"8,064","8,231",-167,4,1,2,2013
28,2013-01-02,19.49,20.12,"8,115","8,307",-192,5,1,2,2013
29,2013-01-02,20.57,21.28,"8,303","8,477",-174,6,1,2,2013
30,2013-01-02,22.53,22.13,"8,730","8,874",-144,7,1,2,2013
31,2013-01-02,29.78,25.67,"9,338","9,360",-22,8,1,2,2013
32,2013-01-02,31.42,32.61,"9,504","9,598",-94,9,1,2,2013
33,2013-01-02,33.52,33.55,"9,468","9,632",-164,10,1,2,2013
34,2013-01-02,35.03,33.5,"9,488","9,685",-197,11,1,2,2013
35,2013-01-02,36.07,34.85,"9,488","9,751",-263,12,1,2,2013
36,2013-01-02,35.24,34.37,"9,440","9,743",-303,13,1,2,2013
37,2013-01-02,33.93,33.43,"9,425","9,727",-302,14,1,2,2013
38,2013-01-02,37.07,30.34,"9,392","9,681",-289,15,1,2,2013
39,2013-01-02,32.79,29.76,"9,432","9,715",-283,16,1,2,2013
40,2013-01-02,27.52,25.77,"9,687","10,006",-319,17,1,2,2013
41,2013-01-02,31.91,28.53,"10,028","10,411",-383,18,1,2,2013
42,2013-01-02,35.47,31.42,"9,871","10,227",-356,19,1,2,2013
43,2013-01-02,25.45,23.54,"9,745","10,056",-311,20,1,2,2013
44,2013-01-02,24.08,24.65,"9,625","9,869",-244,21,1,2,2013
45,2013-01-02,23.36,23.82,"9,384","9,650",-266,22,1,2,2013
46,2013-01-02,22.03,21.88,"8,988","9,255",-267,23,1,2,2013
47,2013-01-02,16.58,18.26,"8,611","8,873",-262,24,1,2,2013
48,2013-01-03,15.8,20.76,"8,359","8,642",-283,1,1,3,2013
49,2013-01-03,30.6,25.4,"8,222","8,491",-269,2,1,3,2013
50,2013-01-03,19.31,19.27,"8,146","8,405",-259,3,1,3,2013
51,2013-01-03,13.1,13.06,"8,129","8,370",-241,4,1,3,2013
52,2013-01-03,13.99,13.08,"8,175","8,399",-224,5,1,3,2013
53,2013-01-03,19.07,18.17,"8,366","8,564",-198,6,1,3,2013
54,2013-01-03,14.6,13.91,"8,792","8,956",-164,7,1,3,2013
55,2013-01-03,15.31,15.85,"9,449","9,374",75,8,1,3,2013
56,2013-01-03,20.13,19.97,"9,632","9,616",16,9,1,3,2013
57,2013-01-03,27.35,27.49,"9,597","9,555",42,10,1,3,2013
58,2013-01-03,33.45,30.45,"9,615","9,549",66,11,1,3,2013
59,2013-01-03,27.4,29.05,"9,616","9,564",52,12,1,3,2013
60,2013-01-03,29.03,29.05,"9,568","9,497",71,13,1,3,2013
61,2013-01-03,28.14,29.05,"9,563","9,494",69,14,1,3,2013
62,2013-01-03,32.28,29.02,"9,538","9,482",56,15,1,3,2013
63,2013-01-03,29.19,28.9,"9,576","9,566",10,16,1,3,2013
64,2013-01-03,23.61,27.79,"9,821","9,821",0,17,1,3,2013
65,2013-01-03,56.8,46.27,"10,167","10,277",-110,18,1,3,2013
66,2013-01-03,37.74,38.74,"10,043","10,148",-105,19,1,3,2013
67,2013-01-03,33.62,34.76,"9,929","10,027",-98,20,1,3,2013
68,2013-01-03,34.35,34.46,"9,815","9,859",-44,21,1,3,2013
69,2013-01-03,34.06,32.1,"9,594","9,599",-5,22,1,3,2013
70,2013-01-03,32.79,32.89,"9,209","9,244",-35,23,1,3,2013
71,2013-01-03,26.87,27.79,"8,831","8,878",-47,24,1,3,2013
72,2013-01-04,33.44,27.07,"8,585","8,565",20,1,1,4,2013
73,2013-01-04,28.8,28.3,"8,446","8,482",-36,2,1,4,2013
74,2013-01-04,24.36,23.94,"8,366","8,409",-43,3,1,4,2013
75,2013-01-04,23.45,23.76,"8,351","8,374",-23,4,1,4,2013
76,2013-01-04,24.29,23.79,"8,402","8,415",-13,5,1,4,2013
77,2013-01-04,27.19,25.83,"8,592","8,606",-14,6,1,4,2013
78,2013-01-04,29.61,33.45,"9,025","8,980",45,7,1,4,2013
79,2013-01-04,30.94,27.68,"9,460","9,412",48,8,1,4,2013
80,2013-01-04,27.36,35.37,"9,686","9,663",23,9,1,4,2013
81,2013-01-04,36.17,34.22,"9,683","9,655",28,10,1,4,2013
