"Station Name","CALGARY INT'L CS"
"Province","ALBERTA"
"Latitude","51.11"
"Longitude","-114.00"
"Elevation","1081.90"
"Climate Identifier","3031094"
"WMO Identifier","71393"
"TC Identifier","PCI"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2012-01-01 00:00","2012","01","01","00:00"," ","-14.4","","-17.8","","75","","","M","","M","","","90.21","","","","","","NA"
"2012-01-01 01:00","2012","01","01","01:00"," ","-14.0","","-17.7","","74","","","M","","M","","","90.29","","","","","","NA"
"2012-01-01 02:00","2012","01","01","02:00"," ","-14.1","","-17.5","","75","","","M","","M","","","90.33","","","","","","NA"
"2012-01-01 03:00","2012","01","01","03:00"," ","-14.7","","-18.3","","74","","","M","","M","","","90.33","","","","","","NA"
"2012-01-01 04:00","2012","01","01","04:00"," ","-13.6","","-16.7","","77","","","M","","M","","","90.33","","","","","","NA"
"2012-01-01 05:00","2012","01","01","05:00"," ","-13.3","","-16.0","","80","","","M","","M","","","90.30","","","","","","NA"
"2012-01-01 06:00","2012","01","01","06:00"," ","-12.2","","-15.4","","77","","","M","","M","","","90.29","","","","","","NA"
"2012-01-01 07:00","2012","01","01","07:00"," ","-12.6","","-15.1","","82","","","M","","M","","","90.29","","","","","","NA"
"2012-01-01 08:00","2012","01","01","08:00"," ","-12.4","","-14.6","","84","","","M","","M","","","90.29","","","","","","NA"
"2012-01-01 09:00","2012","01","01","09:00"," ","-12.7","","-14.2","","89","","","M","","M","","","90.29","","","","","","NA"
"2012-01-01 10:00","2012","01","01","10:00"," ","-10.5","","-11.3","","94","","","M","","M","","","90.30","","","","","","NA"
"2012-01-01 11:00","2012","01","01","11:00"," ","-9.4","","-10.6","","91","","","M","","M","","","90.26","","","","","","NA"
"2012-01-01 12:00","2012","01","01","12:00"," ","-8.0","","-9.9","","86","","","M","","M","","","90.22","","","","","","NA"
"2012-01-01 13:00","2012","01","01","13:00"," ","-8.0","","-10.0","","85","","","M","","M","","","90.19","","","","","","NA"
"2012-01-01 14:00","2012","01","01","14:00"," ","-5.8","","-9.9","","73","","","M","","M","","","90.17","","","","","","NA"
"2012-01-01 15:00","2012","01","01","15:00"," ","-6.4","","-9.6","","78","","","M","","M","","","90.16","","","","","","NA"
"2012-01-01 16:00","2012","01","01","16:00"," ","-8.0","","-9.9","","86","","","M","","M","","","90.14","","","","","","NA"
"2012-01-01 17:00","2012","01","01","17:00"," ","-8.7","","-9.8","","92","","","M","","M","","","90.16","","","","","","NA"
"2012-01-01 18:00","2012","01","01","18:00"," ","-9.1","","-10.0","","93","","","M","","M","","","90.11","","","","","","NA"
"2012-01-01 19:00","2012","01","01","19:00"," ","-9.0","","-10.2","","91","","","M","","M","","","90.04","","","","","","NA"
"2012-01-01 20:00","2012","01","01","20:00"," ","-8.9","","-10.5","","88","","","M","","M","","","90.01","","","","","","NA"
