"Station Name","CALGARY INT'L CS"
"Province","ALBERTA"
"Latitude","51.11"
"Longitude","-114.00"
"Elevation","1081.90"
"Climate Identifier","3031094"
"WMO Identifier","71393"
"TC Identifier","PCI"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2017-03-01 00:00","2017","03","01","00:00"," ","-10.6","","-13.4","","80","","21","","9","","","","88.35","","","","-16","","NA"
"2017-03-01 01:00","2017","03","01","01:00"," ","-10.0","","-13.5","","75","","22","","16","","","","88.32","","","","-17","","NA"
"2017-03-01 02:00","2017","03","01","02:00"," ","-10.4","","-13.5","","78","","16","","2","","","","88.34","","","","-12","","NA"
"2017-03-01 03:00","2017","03","01","03:00"," ","-12.1","","-14.7","","81","","27","","1","","","","88.33","","","","-13","","NA"
"2017-03-01 04:00","2017","03","01","04:00"," ","-12.0","","-14.3","","83","","18","","1","","","","88.37","","","","-13","","NA"
"2017-03-01 05:00","2017","03","01","05:00"," ","-12.4","","-14.8","","83","","22","","3","","","","88.41","","","","-14","","NA"
"2017-03-01 06:00","2017","03","01","06:00"," ","-11.7","","-14.6","","79","","22","","7","","","","88.45","","","","-16","","NA"
"2017-03-01 07:00","2017","03","01","07:00"," ","-9.3","","-14.6","","66","","21","","10","","","","88.51","","","","-14","","NA"
"2017-03-01 08:00","2017","03","01","08:00"," ","-6.1","","-13.8","","55","","27","","7","","","","88.60","","","","-9","","NA"
"2017-03-01 09:00","2017","03","01","09:00"," ","-4.8","","-12.3","","56","","33","","14","","","","88.71","","","","-10","","NA"
"2017-03-01 10:00","2017","03","01","10:00"," ","-2.4","","-12.5","","46","","31","","18","","","","88.81","","","","-8","","NA"
"2017-03-01 11:00","2017","03","01","11:00"," ","-1.5","","-12.8","","42","","32","","20","","","","88.93","","","","-7","","NA"
"2017-03-01 12:00","2017","03","01","12:00"," ","-0.4","","-15.0","","32","","32","","15","","","","88.98","","","","-5","","NA"
"2017-03-01 13:00","2017","03","01","13:00"," ","-0.4","","-14.3","","34","","3","","15","","","","89.00","","","","-5","","NA"
"2017-03-01 14:00","2017","03","01","14:00"," ","-2.0","","-11.1","","50","","2","","28","","","","89.11","","","","-9","","NA"
"2017-03-01 15:00","2017","03","01","15:00"," ","-2.9","","-9.9","","58","","2","","26","","","","89.26","","","","-10","","NA"
"2017-03-01 16:00","2017","03","01","16:00"," ","-3.4","","-10.9","","56","","2","","20","","","","89.38","","","","-10","","NA"
"2017-03-01 17:00","2017","03","01","17:00"," ","-4.1","","-8.9","","69","","1","","21","","","","89.52","","","","-11","","NA"
"2017-03-01 18:00","2017","03","01","18:00"," ","-5.9","","-7.6","","88","","2","","18","","","","89.63","","","","-12","","NA"
"2017-03-01 19:00","2017","03","01","19:00"," ","-8.6","","-10.1","","88","","36","","7","","","","89.71","","","","-12","","NA"
"2017-03-01 20:00","2017","03","01","20:00"," ","-9.2","","-10.7","","89","","1","","3","","","","89.80","","","","-11","","NA"
"2017-03-01 21:00","2017","03","01","21:00"," ","-8.9","","-9.9","","92","","24","","7","","","","89.86","","","","-13","","NA"
"2017-03-01 22:00","2017","03","01","22:00"," ","-8.3","","-9.8","","89","","22","","7","","","","89.88","","","","-12","","NA"
"2017-03-01 23:00","2017","03","01","23:00"," ","-8.9","","-11.0","","85","","23","","6","","","","89.91","","","","-12","","NA"
"2017-03-02 00:00","2017","03","02","00:00"," ","-10.2","","-11.9","","87","","21","","9","","","","89.89","","","","-15","","NA"
"2017-03-02 01:00","2017","03","02","01:00"," ","-8.9","","-11.3","","83","","21","","14","","","","89.86","","","","-15","","NA"
"2017-03-02 02:00","2017","03","02","02:00"," ","-8.3","","-10.8","","82","","21","","20","","","","89.84","","","","-16","","NA"
"2017-03-02 03:00","2017","03","02","03:00"," ","-8.6","","-11.0","","82","","19","","16","","","","89.78","","","","-15","","NA"
"2017-03-02 04:00","2017","03","02","04:00"," ","-10.1","","-12.3","","84","","19","","9","","","","89.74","","","","-15","","NA"
"2017-03-02 05:00","2017","03","02","05:00"," ","-10.8","","-12.9","","84","","18","","8","","","","89.69","","","","-15","","NA"
"2017-03-02 06:00","2017","03","02","06:00"," ","-11.4","","-13.6","","84","","19","","7","","","","89.67","","","","-16","","NA"
