"Station Name","CALGARY INT'L CS"
"Province","ALBERTA"
"Latitude","51.11"
"Longitude","-114.00"
"Elevation","1081.90"
"Climate Identifier","3031094"
"WMO Identifier","71393"
"TC Identifier","PCI"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2011-11-01 00:00","2011","11","01","00:00"," ","0.8","","-10.8","","42","","","M","","M","","","89.25","","","","","","NA"
"2011-11-01 01:00","2011","11","01","01:00"," ","1.2","","-10.9","","40","","","M","","M","","","89.30","","","","","","NA"
"2011-11-01 02:00","2011","11","01","02:00"," ","0.1","","-10.4","","45","","","M","","M","","","89.33","","","","","","NA"
"2011-11-01 03:00","2011","11","01","03:00"," ","1.8","","-12.3","","34","","","M","","M","","","89.36","","","","","","NA"
"2011-11-01 04:00","2011","11","01","04:00"," ","-0.4","","-10.7","","46","","","M","","M","","","89.48","","","","","","NA"
"2011-11-01 05:00","2011","11","01","05:00"," ","-1.6","","-10.2","","52","","","M","","M","","","89.54","","","","","","NA"
"2011-11-01 06:00","2011","11","01","06:00"," ","-1.4","","-9.6","","54","","","M","","M","","","89.62","","","","","","NA"
"2011-11-01 07:00","2011","11","01","07:00"," ","-3.3","","-9.6","","62","","","M","","M","","","89.66","","","","","","NA"
"2011-11-01 08:00","2011","11","01","08:00"," ","-3.4","","-8.8","","66","","","M","","M","","","89.79","","","","","","NA"
"2011-11-01 09:00","2011","11","01","09:00"," ","-1.4","","-7.4","","64","","","M","","M","","","89.81","","","","","","NA"
"2011-11-01 10:00","2011","11","01","10:00"," ","0.4","","-6.7","","59","","","M","","M","","","89.86","","","","","","NA"
"2011-11-01 11:00","2011","11","01","11:00"," ","1.8","","-7.2","","51","","","M","","M","","","89.88","","","","","","NA"
"2011-11-01 12:00","2011","11","01","12:00"," ","3.0","","-9.0","","41","","","M","","M","","","89.86","","","","","","NA"
"2011-11-01 13:00","2011","11","01","13:00"," ","4.6","","-11.2","","31","","","M","","M","","","89.81","","","","","","NA"
"2011-11-01 14:00","2011","11","01","14:00"," ","5.7","","-13.1","","24","","","M","","M","","","89.78","","","","","","NA"
"2011-11-01 15:00","2011","11","01","15:00"," ","6.4","","-14.9","","20","","","M","","M","","","89.75","","","","","","NA"
"2011-11-01 16:00","2011","11","01","16:00"," ","5.9","","-15.3","","20","","","M","","M","","","89.75","","","","","","NA"
"2011-11-01 17:00","2011","11","01","17:00"," ","3.3","","-15.2","","24","","","M","","M","","","89.75","","","","","","NA"
"2011-11-01 18:00","2011","11","01","18:00"," ","1.2","","-14.0","","31","","","M","","M","","","89.76","","","","","","NA"
"2011-11-01 19:00","2011","11","01","19:00"," ","-0.1","","-13.7","","35","","","M","","M","","","89.72","","","","","","NA"
"2011-11-01 20:00","2011","11","01","20:00"," ","-1.2","","-13.3","","39","","","M","","M","","","89.69","","","","","","NA"
"2011-11-01 21:00","2011","11","01","21:00"," ","-2.1","","-13.8","","40","","","M","","M","","","89.67","","","","","","NA"
"2011-11-01 22:00","2011","11","01","22:00"," ","-2.5","","-14.1","","40","","","M","","M","","","89.62","","","","","","NA"
"2011-11-01 23:00","2011","11","01","23:00"," ","-0.4","","-14.1","","35","","","M","","M","","","89.53","","","","","","NA"
"2011-11-02 00:00","2011","11","02","00:00"," ","1.1","","-14.3","","31","","","M","","M","","","89.48","","","","","","NA"
"2011-11-02 01:00","2011","11","02","01:00"," ","1.9","","-14.1","","29","","","M","","M","","","89.42","","","","","","NA"
"2011-11-02 02:00","2011","11","02","02:00"," ","2.6","","-13.5","","29","","","M","","M","","","89.38","","","","","","NA"
"2011-11-02 03:00","2011","11","02","03:00"," ","3.8","","-13.9","","26","","","M","","M","","","89.34","","","","","","NA"
"2011-11-02 04:00","2011","11","02","04:00"," ","2.1","","-13.8","","30","","","M","","M","","","89.28","","","","","","NA"
"2011-11-02 05:00","2011","11","02","05:00"," ","2.8","","-12.9","","30","","","M","","M","","","89.25","","","","","","NA"
"2011-11-02 06:00","2011","11","02","06:00"," ","5.3","","-9.9","","32","","","M","","M","","","89.14","","","","","","NA"
"2011-11-02 07:00","2011","11","02","07:00"," ","4.5","","-9.9","","34","","","M","","M","","","89.14","","","","","","NA"
"2011-11-02 08:00","2011","11","02","08:00"," ","1.5","","-9.7","","43","","","M","","M","","","89.09","","","","","","NA"
"2011-11-02 09:00","2011","11","02","09:00"," ","2.2","","-10.1","","40","","","M","","M","","","89.04","","","","","","NA"
"2011-11-02 10:00","2011","11","02","10:00"," ","5.3","","-10.2","","32","","","M","","M","","","88.97","","","","","","NA"
"2011-11-02 11:00","2011","11","02","11:00"," ","4.4","","-9.1","","37","","","M","","M","","","88.95","","","","","","NA"
"2011-11-02 12:00","2011","11","02","12:00"," ","4.2","","-8.0","","41","","","M","","M","","","88.90","","","","","","NA"
"2011-11-02 13:00","2011","11","02","13:00"," ","4.5","","-7.4","","42","","","M","","M","","","88.80","","","","","","NA"
"2011-11-02 14:00","2011","11","02","14:00"," ","4.9","","-6.8","","42","","","M","","M","","","88.73","","","","","","NA"
"2011-11-02 15:00","2011","11","02","15:00"," ","7.6","","-9.8","","28","","","M","","M","","","88.66","","","","","","NA"
"2011-11-02 16:00","2011","11","02","16:00"," ","7.6","","-13.1","","21","","","M","","M","","","88.53","","","","","","NA"
"2011-11-02 17:00","2011","11","02","17:00"," ","5.5","","-12.2","","27","","","M","","M","","","88.43","","","","","","NA"
"2011-11-02 18:00","2011","11","02","18:00"," ","6.9","","-16.5","","17","","","M","","M","","","88.35","","","","","","NA"
"2011-11-02 19:00","2011","11","02","19:00"," ","6.6","","-17.7","","16","","","M","","M","","","88.27","","","","","","NA"
"2011-11-02 20:00","2011","11","02","20:00"," ","5.3","","-17.5","","17","","","M","","M","","","88.17","","","","","","NA"
"2011-11-02 21:00","2011","11","02","21:00"," ","2.7","","-17.1","","22","","","M","","M","","","88.11","","","","","","NA"
"2011-11-02 22:00","2011","11","02","22:00"," ","1.7","","-17.2","","23","","","M","","M","","","88.07","","","","","","NA"
"2011-11-02 23:00","2011","11","02","23:00"," ","1.3","","-17.0","","24","","","M","","M","","","88.04","","","","","","NA"
"2011-11-03 00:00","2011","11","03","00:00"," ","0.6","","-17.0","","25","","","M","","M","","","87.98","","","","","","NA"
"2011-11-03 01:00","2011","11","03","01:00"," ","-0.3","","-16.5","","28","","","M","","M","","","87.94","","","","","","NA"
"2011-11-03 02:00","2011","11","03","02:00"," ","-3.1","","-15.4","","38","","","M","","M","","","87.97","","","","","","NA"
"2011-11-03 03:00","2011","11","03","03:00"," ","-3.0","","-14.3","","41","","","M","","M","","","88.01","","","","","","NA"
"2011-11-03 04:00","2011","11","03","04:00"," ","-2.4","","-14.8","","38","","","M","","M","","","87.99","","","","","","NA"
"2011-11-03 05:00","2011","11","03","05:00"," ","-2.9","","-13.7","","43","","","M","","M","","","88.00","","","","","","NA"
"2011-11-03 06:00","2011","11","03","06:00"," ","-4.0","","-12.4","","52","","","M","","M","","","88.04","","","","","","NA"
"2011-11-03 07:00","2011","11","03","07:00"," ","-1.1","","-13.7","","38","","","M","","M","","","88.09","","","","","","NA"
"2011-11-03 08:00","2011","11","03","08:00"," ","-1.1","","-12.8","","41","","","M","","M","","","88.12","","","","","","NA"
"2011-11-03 09:00","2011","11","03","09:00"," ","1.1","","-9.8","","44","","","M","","M","","","88.12","","","","","","NA"
"2011-11-03 10:00","2011","11","03","10:00"," ","5.9","","-9.1","","33","","","M","","M","","","88.10","","","","","","NA"
"2011-11-03 11:00","2011","11","03","11:00"," ","6.9","","-8.8","","32","","","M","","M","","","88.10","","","","","","NA"
"2011-11-03 12:00","2011","11","03","12:00"," ","8.6","","-8.4","","29","","","M","","M","","","88.06","","","","","","NA"
"2011-11-03 13:00","2011","11","03","13:00"," ","9.6","","-9.5","","25","","","M","","M","","","88.03","","","","","","NA"
"2011-11-03 14:00","2011","11","03","14:00"," ","9.4","","-9.2","","26","","","M","","M","","","88.00","","","","","","NA"
"2011-11-03 15:00","2011","11","03","15:00"," ","9.8","","-9.4","","25","","","M","","M","","","88.00","","","","","","NA"
"2011-11-03 16:00","2011","11","03","16:00"," ","8.0","","-10.1","","26","","","M","","M","","","88.05","","","","","","NA"
"2011-11-03 17:00","2011","11","03","17:00"," ","4.7","","-9.6","","35","","","M","","M","","","88.11","","","","","","NA"
"2011-11-03 18:00","2011","11","03","18:00"," ","4.0","","-9.5","","37","","","M","","M","","","88.20","","","","","","NA"
"2011-11-03 19:00","2011","11","03","19:00"," ","3.2","","-8.0","","44","","","M","","M","","","88.22","","","","","","NA"
"2011-11-03 20:00","2011","11","03","20:00"," ","1.9","","-6.2","","55","","","M","","M","","","88.31","","","","","","NA"
"2011-11-03 21:00","2011","11","03","21:00"," ","0.8","","-5.2","","64","","","M","","M","","","88.34","","","","","","NA"
"2011-11-03 22:00","2011","11","03","22:00"," ","-0.5","","-3.8","","78","","","M","","M","","","88.38","","","","","","NA"
"2011-11-03 23:00","2011","11","03","23:00"," ","-0.8","","-2.7","","87","","","M","","M","","","88.46","","","","","","NA"
"2011-11-04 00:00","2011","11","04","00:00"," ","-1.5","","-3.5","","86","","","M","","M","","","88.45","","","","","","NA"
"2011-11-04 01:00","2011","11","04","01:00"," ","-2.6","","-4.5","","87","","","M","","M","","","88.53","","","","","","NA"
"2011-11-04 02:00","2011","11","04","02:00"," ","-3.2","","-5.0","","87","","","M","","M","","","88.55","","","","","","NA"
"2011-11-04 03:00","2011","11","04","03:00"," ","-4.6","","-6.7","","85","","","M","","M","","","88.57","","","","","","NA"
"2011-11-04 04:00","2011","11","04","04:00"," ","-5.1","","-7.0","","86","","","M","","M","","","88.58","","","","","","NA"
"2011-11-04 05:00","2011","11","04","05:00"," ","-5.9","","-7.7","","87","","","M","","M","","","88.63","","","","","","NA"
"2011-11-04 06:00","2011","11","04","06:00"," ","-6.8","","-9.0","","84","","","M","","M","","","88.64","","","","","","NA"
"2011-11-04 07:00","2011","11","04","07:00"," ","-7.5","","-9.0","","89","","","M","","M","","","88.64","","","","","","NA"
