"Station Name","CALGARY INT'L CS"
"Province","ALBERTA"
"Latitude","51.11"
"Longitude","-114.00"
"Elevation","1081.90"
"Climate Identifier","3031094"
"WMO Identifier","71393"
"TC Identifier","PCI"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2012-12-01 00:00","2012","12","01","00:00"," ","-14.1","","-15.4","","90","","","M","","M","","","88.01","","","","","","NA"
"2012-12-01 01:00","2012","12","01","01:00"," ","-13.8","","-15.0","","91","","","M","","M","","","88.01","","","","","","NA"
"2012-12-01 02:00","2012","12","01","02:00"," ","-13.6","","-14.9","","90","","","M","","M","","","87.94","","","","","","NA"
"2012-12-01 03:00","2012","12","01","03:00"," ","-13.3","","-14.5","","91","","","M","","M","","","87.90","","","","","","NA"
"2012-12-01 04:00","2012","12","01","04:00"," ","-13.3","","-14.5","","91","","","M","","M","","","87.85","","","","","","NA"
"2012-12-01 05:00","2012","12","01","05:00"," ","-13.1","","-14.3","","91","","","M","","M","","","87.80","","","","","","NA"
"2012-12-01 06:00","2012","12","01","06:00"," ","-12.6","","-13.8","","91","","","M","","M","","","87.81","","","","","","NA"
"2012-12-01 07:00","2012","12","01","07:00"," ","-12.6","","-13.8","","91","","","M","","M","","","87.75","","","","","","NA"
"2012-12-01 08:00","2012","12","01","08:00"," ","-12.3","","-13.4","","91","","","M","","M","","","87.73","","","","","","NA"
"2012-12-01 09:00","2012","12","01","09:00"," ","-12.2","","-13.3","","91","","","M","","M","","","87.69","","","","","","NA"
"2012-12-01 10:00","2012","12","01","10:00"," ","-12.1","","-13.2","","91","","","M","","M","","","87.62","","","","","","NA"
"2012-12-01 11:00","2012","12","01","11:00"," ","-12.0","","-13.1","","91","","","M","","M","","","87.58","","","","","","NA"
"2012-12-01 12:00","2012","12","01","12:00"," ","-12.1","","-13.2","","91","","","M","","M","","","87.48","","","","","","NA"
"2012-12-01 13:00","2012","12","01","13:00"," ","-12.2","","-13.3","","91","","","M","","M","","","87.43","","","","","","NA"
"2012-12-01 14:00","2012","12","01","14:00"," ","-11.4","","-12.4","","92","","","M","","M","","","87.38","","","","","","NA"
"2012-12-01 15:00","2012","12","01","15:00"," ","-10.6","","-11.5","","93","","","M","","M","","","87.32","","","","","","NA"
"2012-12-01 16:00","2012","12","01","16:00"," ","-9.9","","-10.8","","93","","","M","","M","","","87.32","","","","","","NA"
"2012-12-01 17:00","2012","12","01","17:00"," ","-9.5","","-10.4","","93","","","M","","M","","","87.33","","","","","","NA"
"2012-12-01 18:00","2012","12","01","18:00"," ","-10.2","","-11.1","","93","","","M","","M","","","87.40","","","","","","NA"
"2012-12-01 19:00","2012","12","01","19:00"," ","-11.3","","-12.2","","93","","","M","","M","","","87.45","","","","","","NA"
"2012-12-01 20:00","2012","12","01","20:00"," ","-13.7","","-15.1","","89","","","M","","M","","","87.45","","","","","","NA"
"2012-12-01 21:00","2012","12","01","21:00"," ","-13.1","","-14.2","","91","","","M","","M","","","87.40","","","","","","NA"
"2012-12-01 22:00","2012","12","01","22:00"," ","-12.8","","-14.0","","91","","","M","","M","","","87.45","","","","","","NA"
"2012-12-01 23:00","2012","12","01","23:00"," ","-11.7","","-12.8","","92","","","M","","M","","","87.46","","","","","","NA"
"2012-12-02 00:00","2012","12","02","00:00"," ","-12.5","","-13.7","","91","","","M","","M","","","87.48","","","","","","NA"
"2012-12-02 01:00","2012","12","02","01:00"," ","-12.9","","-14.1","","91","","","M","","M","","","87.48","","","","","","NA"
"2012-12-02 02:00","2012","12","02","02:00"," ","-13.1","","-14.3","","91","","","M","","M","","","87.43","","","","","","NA"
