"Station Name","CALGARY INT'L CS"
"Province","ALBERTA"
"Latitude","51.11"
"Longitude","-114.00"
"Elevation","1081.90"
"Climate Identifier","3031094"
"WMO Identifier","71393"
"TC Identifier","PCI"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2010-08-01 00:00","2010","08","01","00:00"," ","16.8","","12.5","","76","","","M","","M","","","89.08","","","","","","NA"
"2010-08-01 01:00","2010","08","01","01:00"," ","15.2","","11.1","","76","","","M","","M","","","89.14","","","","","","NA"
"2010-08-01 02:00","2010","08","01","02:00"," ","13.8","","11.6","","87","","","M","","M","","","89.12","","","","","","NA"
"2010-08-01 03:00","2010","08","01","03:00"," ","13.4","","11.6","","89","","","M","","M","","","89.08","","","","","","NA"
"2010-08-01 04:00","2010","08","01","04:00"," ","13.3","","11.5","","89","","","M","","M","","","89.02","","","","","","NA"
"2010-08-01 05:00","2010","08","01","05:00"," ","13.2","","11.3","","88","","","M","","M","","","89.03","","","","","","NA"
"2010-08-01 06:00","2010","08","01","06:00"," ","12.7","","11.4","","92","","","M","","M","","","88.99","","","","","","NA"
"2010-08-01 07:00","2010","08","01","07:00"," ","13.0","","12.0","","94","","","M","","M","","","88.98","","","","","","NA"
"2010-08-01 08:00","2010","08","01","08:00"," ","13.1","","12.1","","94","","","M","","M","","","88.97","","","","","","NA"
"2010-08-01 09:00","2010","08","01","09:00"," ","13.8","","12.5","","92","","","M","","M","","","88.97","","","","","","NA"
"2010-08-01 10:00","2010","08","01","10:00"," ","14.3","","12.3","","88","","","M","","M","","","88.97","","","","","","NA"
"2010-08-01 11:00","2010","08","01","11:00"," ","14.2","","11.9","","86","","","M","","M","","","88.96","","","","","","NA"
"2010-08-01 12:00","2010","08","01","12:00"," ","15.4","","12.2","","81","","","M","","M","","","88.92","","","","","","NA"
"2010-08-01 13:00","2010","08","01","13:00"," ","16.3","","11.6","","74","","","M","","M","","","88.90","","","","","","NA"
"2010-08-01 14:00","2010","08","01","14:00"," ","17.3","","11.3","","68","","","M","","M","","","88.87","","","","","","NA"
"2010-08-01 15:00","2010","08","01","15:00"," ","18.4","","10.9","","62","","","M","","M","","","88.82","","","","","","NA"
"2010-08-01 16:00","2010","08","01","16:00"," ","20.0","","11.0","","56","","","M","","M","","","88.80","","","","","","NA"
"2010-08-01 17:00","2010","08","01","17:00"," ","19.7","","8.6","","49","","","M","","M","","","88.74","","","","","","NA"
"2010-08-01 18:00","2010","08","01","18:00"," ","20.5","","8.6","","46","","","M","","M","","","88.74","","","","","","NA"
"2010-08-01 19:00","2010","08","01","19:00"," ","17.8","","12.1","","69","","","M","","M","","","88.75","","","","","","NA"
"2010-08-01 20:00","2010","08","01","20:00"," ","16.8","","11.0","","69","","","M","","M","","","88.76","","","","","","NA"
