"Station Name","CALGARY INT'L CS"
"Province","ALBERTA"
"Latitude","51.11"
"Longitude","-114.00"
"Elevation","1081.90"
"Climate Identifier","3031094"
"WMO Identifier","71393"
"TC Identifier","PCI"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2014-12-01 00:00","2014","12","01","00:00"," ","-16.1","","-20.1","","71","","","M","","M","","","88.80","","","","","","NA"
"2014-12-01 01:00","2014","12","01","01:00"," ","-13.3","","-18.2","","67","","","M","","M","","","88.77","","","","","","NA"
"2014-12-01 02:00","2014","12","01","02:00"," ","-10.4","","-16.6","","61","","","M","","M","","","88.72","","","","","","NA"
"2014-12-01 03:00","2014","12","01","03:00"," ","-10.1","","-15.7","","63","","","M","","M","","","88.70","","","","","","NA"
"2014-12-01 04:00","2014","12","01","04:00"," ","-9.8","","-15.2","","65","","","M","","M","","","88.64","","","","","","NA"
"2014-12-01 05:00","2014","12","01","05:00"," ","-7.3","","-15.0","","54","","","M","","M","","","88.58","","","","","","NA"
"2014-12-01 06:00","2014","12","01","06:00"," ","-7.4","","-15.8","","51","","","M","","M","","","88.53","","","","","","NA"
"2014-12-01 07:00","2014","12","01","07:00"," ","-6.8","","-15.0","","52","","","M","","M","","","88.50","","","","","","NA"
"2014-12-01 08:00","2014","12","01","08:00"," ","-6.5","","-15.3","","50","","","M","","M","","","88.49","","","","","","NA"
"2014-12-01 09:00","2014","12","01","09:00"," ","-7.0","","-14.9","","53","","","M","","M","","","88.50","","","","","","NA"
"2014-12-01 10:00","2014","12","01","10:00"," ","-5.9","","-15.5","","47","","","M","","M","","","88.51","","","","","","NA"
"2014-12-01 11:00","2014","12","01","11:00"," ","-7.0","","-14.5","","55","","","M","","M","","","88.51","","","","","","NA"
"2014-12-01 12:00","2014","12","01","12:00"," ","-7.0","","-14.0","","57","","","M","","M","","","88.47","","","","","","NA"
"2014-12-01 13:00","2014","12","01","13:00"," ","-6.8","","-13.8","","57","","","M","","M","","","88.41","","","","","","NA"
"2014-12-01 14:00","2014","12","01","14:00"," ","-6.5","","-13.0","","60","","","M","","M","","","88.37","","","","","","NA"
"2014-12-01 15:00","2014","12","01","15:00"," ","-6.1","","-13.1","","57","","","M","","M","","","88.35","","","","","","NA"
"2014-12-01 16:00","2014","12","01","16:00"," ","-6.8","","-13.0","","61","","","M","","M","","","88.35","","","","","","NA"
"2014-12-01 17:00","2014","12","01","17:00"," ","-4.6","","-13.9","","48","","","M","","M","","","88.33","","","","","","NA"
"2014-12-01 18:00","2014","12","01","18:00"," ","-5.1","","-14.6","","47","","","M","","M","","","88.35","","","","","","NA"
"2014-12-01 19:00","2014","12","01","19:00"," ","-6.3","","-16.0","","46","","","M","","M","","","88.36","","","","","","NA"
"2014-12-01 20:00","2014","12","01","20:00"," ","-6.1","","-16.2","","45","","","M","","M","","","88.37","","","","","","NA"
"2014-12-01 21:00","2014","12","01","21:00"," ","-6.7","","-16.1","","47","","","M","","M","","","88.37","","","","","","NA"
"2014-12-01 22:00","2014","12","01","22:00"," ","-7.4","","-16.4","","49","","","M","","M","","","88.41","","","","","","NA"
"2014-12-01 23:00","2014","12","01","23:00"," ","-6.1","","-15.7","","46","","","M","","M","","","88.41","","","","","","NA"
"2014-12-02 00:00","2014","12","02","00:00"," ","-6.0","","-15.4","","47","","","M","","M","","","88.40","","","","","","NA"
"2014-12-02 01:00","2014","12","02","01:00"," ","-6.1","","-14.4","","52","","","M","","M","","","88.38","","","","","","NA"
"2014-12-02 02:00","2014","12","02","02:00"," ","-5.7","","-15.1","","48","","","M","","M","","","88.43","","","","","","NA"
