"Station Name","CALGARY INT'L CS"
"Province","ALBERTA"
"Latitude","51.11"
"Longitude","-114.00"
"Elevation","1081.90"
"Climate Identifier","3031094"
"WMO Identifier","71393"
"TC Identifier","PCI"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2015-02-01 00:00","2015","02","01","00:00"," ","-16.9","","-18.6","","87","","","M","","M","","","89.90","","","","","","NA"
"2015-02-01 01:00","2015","02","01","01:00"," ","-17.0","","-18.9","","86","","","M","","M","","","89.86","","","","","","NA"
"2015-02-01 02:00","2015","02","01","02:00"," ","-17.3","","-19.1","","86","","","M","","M","","","89.79","","","","","","NA"
"2015-02-01 03:00","2015","02","01","03:00"," ","-17.3","","-19.2","","85","","","M","","M","","","89.70","","","","","","NA"
"2015-02-01 04:00","2015","02","01","04:00"," ","-17.0","","-18.9","","85","","","M","","M","","","89.57","","","","","","NA"
"2015-02-01 05:00","2015","02","01","05:00"," ","-16.8","","-18.8","","84","","","M","","M","","","89.51","","","","","","NA"
"2015-02-01 06:00","2015","02","01","06:00"," ","-17.0","","-18.9","","85","","","M","","M","","","89.42","","","","","","NA"
"2015-02-01 07:00","2015","02","01","07:00"," ","-17.5","","-19.3","","86","","","M","","M","","","89.37","","","","","","NA"
"2015-02-01 08:00","2015","02","01","08:00"," ","-17.7","","-19.4","","86","","","M","","M","","","89.27","","","","","","NA"
"2015-02-01 09:00","2015","02","01","09:00"," ","-15.7","","-17.5","","86","","","M","","M","","","89.19","","","","","","NA"
"2015-02-01 10:00","2015","02","01","10:00"," ","-13.6","","-15.6","","85","","","M","","M","","","89.10","","","","","","NA"
"2015-02-01 11:00","2015","02","01","11:00"," ","-11.0","","-12.9","","86","","","M","","M","","","89.05","","","","","","NA"
"2015-02-01 12:00","2015","02","01","12:00"," ","-8.6","","-11.9","","78","","","M","","M","","","88.99","","","","","","NA"
"2015-02-01 13:00","2015","02","01","13:00"," ","-6.7","","-10.6","","74","","","M","","M","","","88.87","","","","","","NA"
"2015-02-01 14:00","2015","02","01","14:00"," ","-6.6","","-10.8","","72","","","M","","M","","","88.80","","","","","","NA"
"2015-02-01 15:00","2015","02","01","15:00"," ","-8.1","","-11.3","","78","","","M","","M","","","88.74","","","","","","NA"
"2015-02-01 16:00","2015","02","01","16:00"," ","-8.5","","-12.1","","75","","","M","","M","","","88.71","","","","","","NA"
"2015-02-01 17:00","2015","02","01","17:00"," ","-9.7","","-12.5","","80","","","M","","M","","","88.74","","","","","","NA"
"2015-02-01 18:00","2015","02","01","18:00"," ","-10.4","","-12.9","","82","","","M","","M","","","88.80","","","","","","NA"
