"Station Name","CALGARY INT'L CS"
"Province","ALBERTA"
"Latitude","51.11"
"Longitude","-114.00"
"Elevation","1081.90"
"Climate Identifier","3031094"
"WMO Identifier","71393"
"TC Identifier","PCI"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2015-07-01 00:00","2015","07","01","00:00"," ","16.4","","13.1","","81","","","M","","M","","","89.37","","","","","","NA"
"2015-07-01 01:00","2015","07","01","01:00"," ","16.9","","13.9","","83","","","M","","M","","","89.37","","","","","","NA"
"2015-07-01 02:00","2015","07","01","02:00"," ","17.3","","13.5","","78","","","M","","M","","","89.34","","","","","","NA"
"2015-07-01 03:00","2015","07","01","03:00"," ","14.4","","11.3","","82","","","M","","M","","","89.34","","","","","","NA"
"2015-07-01 04:00","2015","07","01","04:00"," ","13.5","","11.7","","89","","","M","","M","","","89.37","","","","","","NA"
"2015-07-01 05:00","2015","07","01","05:00"," ","13.8","","12.4","","91","","","M","","M","","","89.43","","","","","","NA"
"2015-07-01 06:00","2015","07","01","06:00"," ","14.3","","12.0","","86","","","M","","M","","","89.45","","","","","","NA"
"2015-07-01 07:00","2015","07","01","07:00"," ","14.9","","11.8","","81","","","M","","M","","","89.50","","","","","","NA"
"2015-07-01 08:00","2015","07","01","08:00"," ","14.9","","11.6","","81","","","M","","M","","","89.54","","","","","","NA"
"2015-07-01 09:00","2015","07","01","09:00"," ","16.1","","11.6","","75","","","M","","M","","","89.56","","","","","","NA"
"2015-07-01 10:00","2015","07","01","10:00"," ","16.1","","11.7","","75","","","M","","M","","","89.57","","","","","","NA"
"2015-07-01 11:00","2015","07","01","11:00"," ","16.4","","11.8","","74","","","M","","M","","","89.60","","","","","","NA"
"2015-07-01 12:00","2015","07","01","12:00"," ","20.4","","11.9","","58","","","M","","M","","","89.61","","","","","","NA"
"2015-07-01 13:00","2015","07","01","13:00"," ","21.5","","11.9","","54","","","M","","M","","","89.60","","","","","","NA"
"2015-07-01 14:00","2015","07","01","14:00"," ","21.9","","10.9","","49","","","M","","M","","","89.59","","","","","","NA"
"2015-07-01 15:00","2015","07","01","15:00"," ","22.7","","10.5","","46","","","M","","M","","","89.59","","","","","","NA"
"2015-07-01 16:00","2015","07","01","16:00"," ","22.3","","10.4","","47","","","M","","M","","","89.58","","","","","","NA"
"2015-07-01 17:00","2015","07","01","17:00"," ","23.1","","10.3","","44","","","M","","M","","","89.58","","25","","","","NA"
"2015-07-01 18:00","2015","07","01","18:00"," ","22.6","","11.0","","48","","","M","","M","","","89.59","","","","","","NA"
"2015-07-01 19:00","2015","07","01","19:00"," ","21.0","","9.2","","47","","","M","","M","","","89.61","","","","","","NA"
"2015-07-01 20:00","2015","07","01","20:00"," ","20.0","","10.3","","54","","","M","","M","","","89.64","","","","","","NA"
"2015-07-01 21:00","2015","07","01","21:00"," ","19.8","","10.7","","56","","","M","","M","","","89.68","","","","","","NA"
"2015-07-01 22:00","2015","07","01","22:00"," ","20.2","","11.8","","59","","","M","","M","","","89.73","","","","","","NA"
"2015-07-01 23:00","2015","07","01","23:00"," ","18.6","","12.5","","68","","","M","","M","","","89.74","","","","","","NA"
"2015-07-02 00:00","2015","07","02","00:00"," ","16.6","","12.0","","75","","","M","","M","","","89.75","","","","","","NA"
"2015-07-02 01:00","2015","07","02","01:00"," ","16.1","","11.3","","73","","","M","","M","","","89.73","","","","","","NA"
"2015-07-02 02:00","2015","07","02","02:00"," ","14.2","","10.7","","79","","","M","","M","","","89.71","","","","","","NA"
"2015-07-02 03:00","2015","07","02","03:00"," ","13.6","","10.6","","82","","","M","","M","","","89.70","","","","","","NA"
"2015-07-02 04:00","2015","07","02","04:00"," ","12.6","","10.2","","85","","","M","","M","","","89.71","","","","","","NA"
"2015-07-02 05:00","2015","07","02","05:00"," ","12.7","","9.9","","83","","","M","","M","","","89.73","","","","","","NA"
"2015-07-02 06:00","2015","07","02","06:00"," ","14.5","","10.9","","79","","","M","","M","","","89.74","","","","","","NA"
"2015-07-02 07:00","2015","07","02","07:00"," ","16.7","","11.5","","71","","","M","","M","","","89.73","","","","","","NA"
"2015-07-02 08:00","2015","07","02","08:00"," ","20.5","","12.5","","60","","","M","","M","","","89.73","","","","","","NA"
"2015-07-02 09:00","2015","07","02","09:00"," ","22.1","","12.8","","56","","","M","","M","","","89.71","","25","","","","NA"
"2015-07-02 10:00","2015","07","02","10:00"," ","22.9","","11.6","","49","","","M","","M","","","89.68","","25","","","","NA"
"2015-07-02 11:00","2015","07","02","11:00"," ","23.7","","12.4","","49","","","M","","M","","","89.62","","26","","","","NA"
"2015-07-02 12:00","2015","07","02","12:00"," ","24.7","","10.2","","40","","","M","","M","","","89.58","","26","","","","NA"
"2015-07-02 13:00","2015","07","02","13:00"," ","25.1","","10.5","","40","","","M","","M","","","89.53","","27","","","","NA"
"2015-07-02 14:00","2015","07","02","14:00"," ","25.9","","9.8","","36","","","M","","M","","","89.47","","27","","","","NA"
"2015-07-02 15:00","2015","07","02","15:00"," ","26.4","","10.7","","37","","","M","","M","","","89.39","","28","","","","NA"
"2015-07-02 16:00","2015","07","02","16:00"," ","26.9","","10.9","","37","","","M","","M","","","89.34","","29","","","","NA"
"2015-07-02 17:00","2015","07","02","17:00"," ","26.4","","11.2","","39","","","M","","M","","","89.32","","28","","","","NA"
"2015-07-02 18:00","2015","07","02","18:00"," ","25.5","","11.4","","41","","","M","","M","","","89.26","","27","","","","NA"
"2015-07-02 19:00","2015","07","02","19:00"," ","25.1","","12.1","","44","","","M","","M","","","89.23","","27","","","","NA"
"2015-07-02 20:00","2015","07","02","20:00"," ","24.2","","12.3","","47","","","M","","M","","","89.22","","27","","","","NA"
"2015-07-02 21:00","2015","07","02","21:00"," ","22.6","","13.1","","55","","","M","","M","","","89.22","","25","","","","NA"
"2015-07-02 22:00","2015","07","02","22:00"," ","20.5","","14.3","","67","","","M","","M","","","89.20","","","","","","NA"
"2015-07-02 23:00","2015","07","02","23:00"," ","21.9","","13.9","","60","","","M","","M","","","89.18","","25","","","","NA"
"2015-07-03 00:00","2015","07","03","00:00"," ","19.5","","14.1","","71","","","M","","M","","","89.17","","","","","","NA"
"2015-07-03 01:00","2015","07","03","01:00"," ","20.0","","13.6","","67","","","M","","M","","","89.12","","","","","","NA"
"2015-07-03 02:00","2015","07","03","02:00"," ","17.8","","13.7","","77","","","M","","M","","","89.09","","","","","","NA"
"2015-07-03 03:00","2015","07","03","03:00"," ","17.1","","13.5","","80","","","M","","M","","","89.07","","","","","","NA"
"2015-07-03 04:00","2015","07","03","04:00"," ","15.8","","12.9","","83","","","M","","M","","","89.05","","","","","","NA"
"2015-07-03 05:00","2015","07","03","05:00"," ","14.6","","11.9","","84","","","M","","M","","","89.03","","","","","","NA"
"2015-07-03 06:00","2015","07","03","06:00"," ","16.1","","12.7","","80","","","M","","M","","","89.03","","","","","","NA"
"2015-07-03 07:00","2015","07","03","07:00"," ","18.8","","12.6","","67","","","M","","M","","","89.01","","","","","","NA"
"2015-07-03 08:00","2015","07","03","08:00"," ","22.8","","11.5","","49","","","M","","M","","","88.99","","25","","","","NA"
"2015-07-03 09:00","2015","07","03","09:00"," ","26.1","","8.1","","32","","","M","","M","","","88.95","","27","","","","NA"
"2015-07-03 10:00","2015","07","03","10:00"," ","27.1","","7.2","","28","","","M","","M","","","88.93","","27","","","","NA"
"2015-07-03 11:00","2015","07","03","11:00"," ","27.8","","7.0","","27","","","M","","M","","","88.90","","28","","","","NA"
"2015-07-03 12:00","2015","07","03","12:00"," ","27.2","","6.9","","28","","","M","","M","","","88.88","","27","","","","NA"
"2015-07-03 13:00","2015","07","03","13:00"," ","28.6","","6.9","","25","","","M","","M","","","88.84","","29","","","","NA"
"2015-07-03 14:00","2015","07","03","14:00"," ","29.1","","7.3","","25","","","M","","M","","","88.79","","29","","","","NA"
"2015-07-03 15:00","2015","07","03","15:00"," ","28.9","","8.2","","27","","","M","","M","","","88.73","","29","","","","NA"
"2015-07-03 16:00","2015","07","03","16:00"," ","28.8","","7.7","","26","","","M","","M","","","88.71","","29","","","","NA"
"2015-07-03 17:00","2015","07","03","17:00"," ","27.9","","7.8","","28","","","M","","M","","","88.69","","28","","","","NA"
"2015-07-03 18:00","2015","07","03","18:00"," ","28.0","","7.6","","28","","","M","","M","","","88.66","","28","","","","NA"
"2015-07-03 19:00","2015","07","03","19:00"," ","26.7","","10.3","","36","","","M","","M","","","88.62","","28","","","","NA"
"2015-07-03 20:00","2015","07","03","20:00"," ","24.7","","11.4","","43","","","M","","M","","","88.63","","27","","","","NA"
"2015-07-03 21:00","2015","07","03","21:00"," ","21.2","","13.5","","62","","","M","","M","","","88.66","","","","","","NA"
"2015-07-03 22:00","2015","07","03","22:00"," ","20.3","","13.3","","64","","","M","","M","","","88.72","","","","","","NA"
"2015-07-03 23:00","2015","07","03","23:00"," ","17.8","","10.0","","60","","","M","","M","","","88.79","","","","","","NA"
"2015-07-04 00:00","2015","07","04","00:00"," ","16.9","","9.4","","62","","","M","","M","","","88.82","","","","","","NA"
"2015-07-04 01:00","2015","07","04","01:00"," ","15.5","","9.1","","66","","","M","","M","","","88.93","","","","","","NA"
"2015-07-04 02:00","2015","07","04","02:00"," ","15.2","","8.8","","66","","","M","","M","","","88.99","","","","","","NA"
"2015-07-04 03:00","2015","07","04","03:00"," ","15.8","","8.3","","61","","","M","","M","","","89.01","","","","","","NA"
"2015-07-04 04:00","2015","07","04","04:00"," ","15.8","","7.9","","59","","","M","","M","","","89.03","","","","","","NA"
"2015-07-04 05:00","2015","07","04","05:00"," ","15.5","","7.5","","59","","","M","","M","","","89.05","","","","","","NA"
"2015-07-04 06:00","2015","07","04","06:00"," ","15.7","","9.2","","65","","","M","","M","","","89.04","","","","","","NA"
"2015-07-04 07:00","2015","07","04","07:00"," ","16.9","","7.1","","52","","","M","","M","","","89.03","","","","","","NA"
"2015-07-04 08:00","2015","07","04","08:00"," ","17.9","","7.8","","52","","","M","","M","","","89.06","","","","","","NA"
"2015-07-04 09:00","2015","07","04","09:00"," ","19.1","","6.8","","45","","","M","","M","","","89.04","","","","","","NA"
"2015-07-04 10:00","2015","07","04","10:00"," ","19.9","","7.6","","45","","","M","","M","","","89.01","","","","","","NA"
"2015-07-04 11:00","2015","07","04","11:00"," ","21.2","","5.8","","37","","","M","","M","","","88.97","","","","","","NA"
"2015-07-04 12:00","2015","07","04","12:00"," ","21.3","","6.3","","38","","","M","","M","","","88.95","","","","","","NA"
"2015-07-04 13:00","2015","07","04","13:00"," ","22.2","","6.4","","36","","","M","","M","","","88.92","","","","","","NA"
"2015-07-04 14:00","2015","07","04","14:00"," ","22.3","","7.4","","38","","","M","","M","","","88.93","","","","","","NA"
"2015-07-04 15:00","2015","07","04","15:00"," ","17.8","","8.9","","56","","","M","","M","","","88.87","","","","","","NA"
"2015-07-04 16:00","2015","07","04","16:00"," ","14.6","","11.3","","81","","","M","","M","","","89.10","","","","","","NA"
"2015-07-04 17:00","2015","07","04","17:00"," ","15.1","","10.4","","73","","","M","","M","","","89.17","","","","","","NA"
"2015-07-04 18:00","2015","07","04","18:00"," ","12.2","","7.8","","75","","","M","","M","","","89.34","","","","","","NA"
"2015-07-04 19:00","2015","07","04","19:00"," ","12.1","","8.0","","76","","","M","","M","","","89.37","","","","","","NA"
"2015-07-04 20:00","2015","07","04","20:00"," ","12.8","","8.3","","74","","","M","","M","","","89.45","","","","","","NA"
"2015-07-04 21:00","2015","07","04","21:00"," ","12.9","","7.8","","72","","","M","","M","","","89.55","","","","","","NA"
"2015-07-04 22:00","2015","07","04","22:00"," ","13.1","","6.0","","62","","","M","","M","","","89.57","","","","","","NA"
"2015-07-04 23:00","2015","07","04","23:00"," ","13.4","","5.3","","58","","","M","","M","","","89.61","","","","","","NA"
"2015-07-05 00:00","2015","07","05","00:00"," ","13.2","","5.7","","60","","","M","","M","","","89.65","","","","","","NA"
"2015-07-05 01:00","2015","07","05","01:00"," ","12.3","","6.7","","69","","","M","","M","","","89.68","","","","","","NA"
"2015-07-05 02:00","2015","07","05","02:00"," ","10.4","","6.0","","74","","","M","","M","","","89.67","","","","","","NA"
"2015-07-05 03:00","2015","07","05","03:00"," ","10.7","","6.5","","75","","","M","","M","","","89.68","","","","","","NA"
"2015-07-05 04:00","2015","07","05","04:00"," ","11.2","","6.2","","71","","","M","","M","","","89.68","","","","","","NA"
"2015-07-05 05:00","2015","07","05","05:00"," ","10.0","","7.5","","85","","","M","","M","","","89.72","","","","","","NA"
