"Station Name","CALGARY INT'L CS"
"Province","ALBERTA"
"Latitude","51.11"
"Longitude","-114.00"
"Elevation","1081.90"
"Climate Identifier","3031094"
"WMO Identifier","71393"
"TC Identifier","PCI"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-07-01 00:00","2013","07","01","00:00"," ","17.6","","14.8","","84","","","M","","M","","","89.85","","","","","","NA"
"2013-07-01 01:00","2013","07","01","01:00"," ","17.5","","14.8","","84","","","M","","M","","","89.85","","","","","","NA"
"2013-07-01 02:00","2013","07","01","02:00"," ","17.0","","14.8","","87","","","M","","M","","","89.85","","","","","","NA"
"2013-07-01 03:00","2013","07","01","03:00"," ","16.8","","14.7","","87","","","M","","M","","","89.84","","","","","","NA"
"2013-07-01 04:00","2013","07","01","04:00"," ","15.6","","14.2","","91","","","M","","M","","","89.83","","","","","","NA"
"2013-07-01 05:00","2013","07","01","05:00"," ","15.5","","14.2","","92","","","M","","M","","","89.82","","","","","","NA"
"2013-07-01 06:00","2013","07","01","06:00"," ","17.0","","14.8","","87","","","M","","M","","","89.85","","","","","","NA"
"2013-07-01 07:00","2013","07","01","07:00"," ","18.6","","15.0","","80","","","M","","M","","","89.85","","","","","","NA"
"2013-07-01 08:00","2013","07","01","08:00"," ","20.8","","15.2","","70","","","M","","M","","","89.86","","25","","","","NA"
"2013-07-01 09:00","2013","07","01","09:00"," ","22.8","","16.5","","68","","","M","","M","","","89.84","","28","","","","NA"
"2013-07-01 10:00","2013","07","01","10:00"," ","23.5","","17.2","","68","","","M","","M","","","89.84","","29","","","","NA"
"2013-07-01 11:00","2013","07","01","11:00"," ","24.4","","17.4","","65","","","M","","M","","","89.84","","30","","","","NA"
"2013-07-01 12:00","2013","07","01","12:00"," ","25.7","","17.9","","62","","","M","","M","","","89.80","","32","","","","NA"
"2013-07-01 13:00","2013","07","01","13:00"," ","26.5","","18.2","","60","","","M","","M","","","89.79","","33","","","","NA"
"2013-07-01 14:00","2013","07","01","14:00"," ","26.3","","18.0","","60","","","M","","M","","","89.76","","32","","","","NA"
"2013-07-01 15:00","2013","07","01","15:00"," ","26.7","","17.9","","59","","","M","","M","","","89.74","","33","","","","NA"
"2013-07-01 16:00","2013","07","01","16:00"," ","26.6","","17.6","","58","","","M","","M","","","89.72","","32","","","","NA"
"2013-07-01 17:00","2013","07","01","17:00"," ","26.2","","16.5","","55","","","M","","M","","","89.66","","31","","","","NA"
"2013-07-01 18:00","2013","07","01","18:00"," ","25.7","","16.7","","58","","","M","","M","","","89.63","","31","","","","NA"
"2013-07-01 19:00","2013","07","01","19:00"," ","24.8","","16.8","","61","","","M","","M","","","89.58","","30","","","","NA"
"2013-07-01 20:00","2013","07","01","20:00"," ","23.9","","17.1","","66","","","M","","M","","","89.55","","29","","","","NA"
"2013-07-01 21:00","2013","07","01","21:00"," ","22.5","","17.5","","73","","","M","","M","","","89.54","","28","","","","NA"
"2013-07-01 22:00","2013","07","01","22:00"," ","21.7","","17.8","","79","","","M","","M","","","89.53","","28","","","","NA"
"2013-07-01 23:00","2013","07","01","23:00"," ","21.5","","17.5","","78","","","M","","M","","","89.49","","27","","","","NA"
"2013-07-02 00:00","2013","07","02","00:00"," ","21.0","","17.0","","78","","","M","","M","","","89.48","","26","","","","NA"
"2013-07-02 01:00","2013","07","02","01:00"," ","20.4","","17.2","","82","","","M","","M","","","89.44","","26","","","","NA"
"2013-07-02 02:00","2013","07","02","02:00"," ","20.1","","16.7","","81","","","M","","M","","","89.40","","25","","","","NA"
"2013-07-02 03:00","2013","07","02","03:00"," ","18.0","","15.8","","87","","","M","","M","","","89.37","","","","","","NA"
"2013-07-02 04:00","2013","07","02","04:00"," ","17.6","","15.6","","88","","","M","","M","","","89.33","","","","","","NA"
"2013-07-02 05:00","2013","07","02","05:00"," ","16.8","","15.6","","93","","","M","","M","","","89.32","","","","","","NA"
"2013-07-02 06:00","2013","07","02","06:00"," ","17.5","","16.0","","91","","","M","","M","","","89.29","","","","","","NA"
"2013-07-02 07:00","2013","07","02","07:00"," ","20.4","","15.5","","73","","","M","","M","","","89.29","","25","","","","NA"
"2013-07-02 08:00","2013","07","02","08:00"," ","23.5","","15.5","","61","","","M","","M","","","89.27","","28","","","","NA"
"2013-07-02 09:00","2013","07","02","09:00"," ","25.7","","14.8","","51","","","M","","M","","","89.25","","30","","","","NA"
"2013-07-02 10:00","2013","07","02","10:00"," ","27.9","","15.7","","47","","","M","","M","","","89.21","","32","","","","NA"
"2013-07-02 11:00","2013","07","02","11:00"," ","30.2","","15.2","","40","","","M","","M","","","89.18","","34","","","","NA"
"2013-07-02 12:00","2013","07","02","12:00"," ","32.0","","15.9","","38","","","M","","M","","","89.12","","37","","","","NA"
"2013-07-02 13:00","2013","07","02","13:00"," ","32.4","","14.7","","34","","","M","","M","","","89.07","","36","","","","NA"
"2013-07-02 14:00","2013","07","02","14:00"," ","32.7","","17.2","","40","","","M","","M","","","89.01","","38","","","","NA"
"2013-07-02 15:00","2013","07","02","15:00"," ","31.4","","14.9","","37","","","M","","M","","","88.94","","35","","","","NA"
"2013-07-02 16:00","2013","07","02","16:00"," ","31.8","","18.7","","46","","","M","","M","","","88.87","","38","","","","NA"
"2013-07-02 17:00","2013","07","02","17:00"," ","31.4","","20.5","","52","","","M","","M","","","88.79","","39","","","","NA"
"2013-07-02 18:00","2013","07","02","18:00"," ","31.2","","19.7","","50","","","M","","M","","","88.70","","39","","","","NA"
"2013-07-02 19:00","2013","07","02","19:00"," ","32.5","","13.3","","31","","","M","","M","","","88.64","","35","","","","NA"
"2013-07-02 20:00","2013","07","02","20:00"," ","30.1","","10.5","","30","","","M","","M","","","88.61","","32","","","","NA"
"2013-07-02 21:00","2013","07","02","21:00"," ","27.0","","10.7","","36","","","M","","M","","","88.63","","29","","","","NA"
"2013-07-02 22:00","2013","07","02","22:00"," ","28.2","","7.8","","28","","","M","","M","","","88.65","","29","","","","NA"
"2013-07-02 23:00","2013","07","02","23:00"," ","25.4","","7.9","","33","","","M","","M","","","88.65","","26","","","","NA"
"2013-07-03 00:00","2013","07","03","00:00"," ","20.3","","16.3","","78","","","M","","M","","","88.77","","25","","","","NA"
"2013-07-03 01:00","2013","07","03","01:00"," ","18.0","","14.0","","77","","","M","","M","","","88.80","","","","","","NA"
"2013-07-03 02:00","2013","07","03","02:00"," ","17.5","","12.6","","73","","","M","","M","","","88.92","","","","","","NA"
"2013-07-03 03:00","2013","07","03","03:00"," ","17.2","","12.5","","74","","","M","","M","","","88.97","","","","","","NA"
"2013-07-03 04:00","2013","07","03","04:00"," ","16.5","","12.7","","78","","","M","","M","","","88.99","","","","","","NA"
"2013-07-03 05:00","2013","07","03","05:00"," ","16.5","","12.6","","78","","","M","","M","","","89.06","","","","","","NA"
"2013-07-03 06:00","2013","07","03","06:00"," ","16.4","","12.8","","79","","","M","","M","","","89.17","","","","","","NA"
"2013-07-03 07:00","2013","07","03","07:00"," ","17.4","","13.0","","75","","","M","","M","","","89.22","","","","","","NA"
"2013-07-03 08:00","2013","07","03","08:00"," ","17.9","","12.1","","69","","","M","","M","","","89.27","","","","","","NA"
"2013-07-03 09:00","2013","07","03","09:00"," ","18.5","","12.7","","69","","","M","","M","","","89.29","","","","","","NA"
"2013-07-03 10:00","2013","07","03","10:00"," ","19.2","","11.6","","61","","","M","","M","","","89.28","","","","","","NA"
"2013-07-03 11:00","2013","07","03","11:00"," ","19.9","","11.2","","57","","","M","","M","","","89.25","","","","","","NA"
"2013-07-03 12:00","2013","07","03","12:00"," ","20.8","","11.6","","56","","","M","","M","","","89.22","","","","","","NA"
"2013-07-03 13:00","2013","07","03","13:00"," ","20.9","","11.5","","55","","","M","","M","","","89.21","","","","","","NA"
"2013-07-03 14:00","2013","07","03","14:00"
"2013-07-03 15:00","2013","07","03","15:00"," ","21.6","","11.8","","54","","","M","","M","","","","M","","","","","NA"
"2013-07-03 16:00","2013","07","03","16:00"," ","19.5","","12.1","","62","","","M","","M","","","","M","","","","","NA"
"2013-07-03 17:00","2013","07","03","17:00"," ","20.5","","12.3","","59","","","M","","M","","","89.15","","","","","","NA"
"2013-07-03 18:00","2013","07","03","18:00"," ","20.2","","12.7","","62","","","M","","M","","","89.13","","","","","","NA"
"2013-07-03 19:00","2013","07","03","19:00"," ","20.4","","12.3","","60","","","M","","M","","","89.15","","","","","","NA"
"2013-07-03 20:00","2013","07","03","20:00"," ","18.4","","12.3","","68","","","M","","M","","","89.13","","","","","","NA"
"2013-07-03 21:00","2013","07","03","21:00"," ","17.2","","12.7","","75","","","M","","M","","","89.15","","","","","","NA"
"2013-07-03 22:00","2013","07","03","22:00"," ","17.2","","12.9","","76","","","M","","M","","","89.15","","","","","","NA"
"2013-07-03 23:00","2013","07","03","23:00"," ","17.2","","12.5","","74","","","M","","M","","","89.15","","","","","","NA"
"2013-07-04 00:00","2013","07","04","00:00"," ","16.1","","12.6","","80","","","M","","M","","","89.14","","","","","","NA"
"2013-07-04 01:00","2013","07","04","01:00"," ","15.5","","12.0","","80","","","M","","M","","","89.12","","","","","","NA"
"2013-07-04 02:00","2013","07","04","02:00"," ","16.4","","13.0","","80","","","M","","M","","","89.10","","","","","","NA"
"2013-07-04 03:00","2013","07","04","03:00"," ","16.9","","12.1","","73","","","M","","M","","","89.09","","","","","","NA"
"2013-07-04 04:00","2013","07","04","04:00"," ","16.1","","12.2","","78","","","M","","M","","","89.06","","","","","","NA"
"2013-07-04 05:00","2013","07","04","05:00"," ","15.4","","12.2","","81","","","M","","M","","","89.08","","","","","","NA"
"2013-07-04 06:00","2013","07","04","06:00"," ","15.4","","12.3","","82","","","M","","M","","","89.06","","","","","","NA"
"2013-07-04 07:00","2013","07","04","07:00"," ","17.2","","12.7","","75","","","M","","M","","","89.04","","","","","","NA"
"2013-07-04 08:00","2013","07","04","08:00"," ","17.1","","12.7","","75","","","M","","M","","","88.98","","","","","","NA"
"2013-07-04 09:00","2013","07","04","09:00"," ","18.0","","13.2","","74","","","M","","M","","","88.92","","","","","","NA"
"2013-07-04 10:00","2013","07","04","10:00"," ","18.7","","13.5","","72","","","M","","M","","","88.90","","","","","","NA"
"2013-07-04 11:00","2013","07","04","11:00"," ","19.8","","13.9","","69","","","M","","M","","","88.85","","","","","","NA"
"2013-07-04 12:00","2013","07","04","12:00"," ","20.4","","14.4","","68","","","M","","M","","","88.83","","","","","","NA"
"2013-07-04 13:00","2013","07","04","13:00"," ","21.5","","14.7","","65","","","M","","M","","","88.79","","25","","","","NA"
"2013-07-04 14:00","2013","07","04","14:00"," ","22.4","","14.6","","61","","","M","","M","","","88.69","","26","","","","NA"
"2013-07-04 15:00","2013","07","04","15:00"," ","22.7","","15.4","","63","","","M","","M","","","88.64","","27","","","","NA"
"2013-07-04 16:00","2013","07","04","16:00"," ","23.0","","15.5","","63","","","M","","M","","","88.57","","27","","","","NA"
"2013-07-04 17:00","2013","07","04","17:00"," ","24.0","","16.1","","61","","","M","","M","","","88.52","","29","","","","NA"
