Date,Forecast Pool Price,Actual Posted Pool Price,Day-Ahead Forecasted AIL,Actual AIL,Forecasted & Actual AIL Difference
03/22/2017 01,16.97,18.03,"8,798","8,824",-26
03/22/2017 02,17.06,15.9,"8,675","8,644",31
03/22/2017 03,15.27,15.35,"8,607","8,556",51
03/22/2017 04,15.25,14.67,"8,592","8,530",62
03/22/2017 05,13.48,13.38,"8,644","8,630",14
03/22/2017 06,14.08,14.28,"8,853","8,874",-21
03/22/2017 07,18.55,18.35,"9,350","9,317",33
03/22/2017 08,18.62,21.18,"9,765","9,824",-59
03/22/2017 09,20.42,20.26,"9,854","9,832",22
03/22/2017 10,18.51,18.55,"9,881","9,861",20
03/22/2017 11,17.71,18.28,"9,906","9,888",18
03/22/2017 12,18.37,18.34,"9,915","9,879",36
03/22/2017 13,16.33,17.27,"9,881","9,833",48
03/22/2017 14,17.25,17.25,"9,875","9,828",47
03/22/2017 15,17.91,17.6,"9,848","9,778",70
03/22/2017 16,18.27,17.71,"9,843","9,766",77
03/22/2017 17,18.27,17.83,"9,893","9,793",100
03/22/2017 18,18.19,18.19,"9,881","9,823",58
03/22/2017 19,18.39,18.3,"9,728","9,666",62
03/22/2017 20,18.08,17.92,"9,709","9,634",75
03/22/2017 21,18.39,18.39,"9,942","9,864",78
03/22/2017 22,18.35,18.0,"9,757","9,778",-21
03/22/2017 23,15.67,16.45,"9,394","9,448",-54
03/22/2017 24,15.94,16.57,"9,032","9,101",-69
03/23/2017 01,15.41,15.54,"8,859","8,883",-24
03/23/2017 02,15.35,14.21,"8,733","8,746",-13
03/23/2017 03,15.41,15.32,"8,667","8,665",2
03/23/2017 04,15.25,15.17,"8,655","8,624",31
03/23/2017 05,15.37,15.32,"8,706","8,670",36
03/23/2017 06,15.65,15.41,"8,917","8,888",29
03/23/2017 07,18.41,18.3,"9,407","9,358",49
03/23/2017 08,18.54,19.95,"9,759","9,806",-47
03/23/2017 09,18.78,19.45,"9,863","9,855",8
03/23/2017 10,18.55,20.79,"9,902","9,869",33
03/23/2017 11,26.65,24.96,"9,915","9,930",-15
03/23/2017 12,18.54,18.81,"9,917","9,930",-13
