Date,Forecast Pool Price,Actual Posted Pool Price,Day-Ahead Forecasted AIL,Actual AIL,Forecasted & Actual AIL Difference
12/13/2015 01,21.1,20.6,"9,113","9,180",-67
12/13/2015 02,19.75,19.81,"8,970","8,973",-3
12/13/2015 03,18.7,18.83,"8,875","8,846",29
12/13/2015 04,18.51,18.52,"8,842","8,748",94
12/13/2015 05,18.54,18.22,"8,852","8,708",144
12/13/2015 06,18.29,17.76,"8,905","8,769",136
12/13/2015 07,17.59,17.31,"9,029","8,894",135
12/13/2015 08,17.52,18.22,"9,369","9,166",203
12/13/2015 09,18.96,19.02,"9,538","9,416",122
12/13/2015 10,19.34,19.4,"9,624","9,499",125
12/13/2015 11,19.5,19.65,"9,728","9,601",127
12/13/2015 12,19.09,19.88,"9,790","9,636",154
12/13/2015 13,27.59,21.08,"9,814","9,659",155
12/13/2015 14,19.21,18.99,"9,790","9,664",126
12/13/2015 15,19.08,19.04,"9,771","9,702",69
12/13/2015 16,19.59,19.73,"9,831","9,814",17
12/13/2015 17,26.16,28.89,"10,105","10,232",-127
12/13/2015 18,32.48,32.53,"10,572","10,507",65
12/13/2015 19,32.25,30.71,"10,478","10,401",77
12/13/2015 20,29.25,31.09,"10,381","10,342",39
12/13/2015 21,33.85,31.25,"10,266","10,231",35
12/13/2015 22,30.88,30.32,"10,068","10,043",25
12/13/2015 23,23.63,22.38,"9,706","9,602",104
12/13/2015 24,20.26,19.56,"9,350","9,267",83
12/14/2015 01,17.6,17.66,"9,226","8,973",253
12/14/2015 02,17.58,17.71,"9,117","8,854",263
12/14/2015 03,17.73,17.68,"9,059","8,831",228
12/14/2015 04,17.72,17.69,"9,058","8,796",262
12/14/2015 05,18.01,17.79,"9,129","8,850",279
12/14/2015 06,18.67,18.51,"9,344","9,094",250
12/14/2015 07,25.1,25.76,"9,810","9,557",253
12/14/2015 08,28.0,31.05,"10,289","10,126",163
12/14/2015 09,65.5,58.27,"10,421","10,313",108
12/14/2015 10,24.98,26.71,"10,371","10,289",82
12/14/2015 11,24.98,25.0,"10,375","10,342",33
12/14/2015 12,21.27,23.7,"10,371","10,383",-12
12/14/2015 13,21.82,22.0,"10,322","10,344",-22
12/14/2015 14,24.59,23.57,"10,307","10,353",-46
12/14/2015 15,21.24,21.57,"10,287","10,276",11
12/14/2015 16,40.22,31.86,"10,320","10,405",-85
12/14/2015 17,37.31,30.06,"10,542","10,712",-170
12/14/2015 18,66.99,34.5,"10,936","10,979",-43
12/14/2015 19,35.38,31.39,"10,780","10,785",-5
12/14/2015 20,25.41,27.46,"10,672","10,659",13
12/14/2015 21,19.55,21.09,"10,542","10,548",-6
12/14/2015 22,28.47,22.29,"10,286","10,295",-9
12/14/2015 23,19.76,19.79,"9,858","9,907",-49
12/14/2015 24,18.24,18.16,"9,474","9,539",-65
12/15/2015 01,18.63,17.79,"9,285","9,308",-23
12/15/2015 02,17.34,16.92,"9,154","9,115",39
12/15/2015 03,16.1,15.82,"9,083","8,971",112
12/15/2015 04,15.79,15.26,"9,069","8,916",153
12/15/2015 05,15.32,15.05,"9,125","8,974",151
12/15/2015 06,15.66,15.93,"9,320","9,174",146
12/15/2015 07,17.43,17.57,"9,776","9,612",164
12/15/2015 08,18.06,18.54,"10,289","10,135",154
12/15/2015 09,18.79,18.55,"10,393","10,263",130
12/15/2015 10,18.55,18.38,"10,317","10,212",105
12/15/2015 11,18.38,18.57,"10,304","10,189",115
12/15/2015 12,17.44,17.43,"10,297","10,150",147
12/15/2015 13,17.15,17.1,"10,251","10,099",152
12/15/2015 14,17.22,17.05,"10,240","10,056",184
12/15/2015 15,17.17,17.18,"10,225","10,015",210
12/15/2015 16,17.0,17.21,"10,262","10,128",134
12/15/2015 17,17.66,17.94,"10,487","10,462",25
12/15/2015 18,19.67,18.84,"10,881","10,840",41
12/15/2015 19,18.21,17.94,"10,734","10,675",59
12/15/2015 20,18.08,18.24,"10,637","10,526",111
12/15/2015 21,18.61,19.64,"10,509","10,406",103
12/15/2015 22,20.36,19.76,"10,261","10,165",96
12/15/2015 23,17.95,18.14,"9,838","9,818",20
12/15/2015 24,17.84,17.7,"9,454","9,455",-1
12/16/2015 01,17.1,16.95,"9,307","9,153",154
12/16/2015 02,16.61,16.55,"9,179","9,035",144
12/16/2015 03,16.78,16.48,"9,108","8,981",127
12/16/2015 04,16.81,16.76,"9,090","8,975",115
12/16/2015 05,16.5,16.46,"9,144","8,970",174
12/16/2015 06,17.29,16.85,"9,338","9,174",164
12/16/2015 07,17.15,17.76,"9,788","9,623",165
12/16/2015 08,19.22,20.25,"10,244","10,162",82
12/16/2015 09,19.76,19.7,"10,350","10,258",92
12/16/2015 10,18.86,19.15,"10,271","10,206",65
12/16/2015 11,19.01,19.13,"10,272","10,221",51
12/16/2015 12,19.21,19.21,"10,263","10,234",29
12/16/2015 13,19.11,19.21,"10,209","10,230",-21
12/16/2015 14,19.21,19.21,"10,197","10,251",-54
12/16/2015 15,19.01,19.21,"10,185","10,203",-18
12/16/2015 16,19.11,19.09,"10,225","10,240",-15
12/16/2015 17,47.03,52.01,"10,453","10,558",-105
12/16/2015 18,21.89,30.16,"10,851","10,840",11
12/16/2015 19,23.27,20.1,"10,709","10,689",20
12/16/2015 20,20.05,20.25,"10,619","10,624",-5
12/16/2015 21,21.09,22.52,"10,498","10,563",-65
12/16/2015 22,19.65,22.47,"10,253","10,358",-105
12/16/2015 23,20.04,20.15,"9,840","9,933",-93
12/16/2015 24,19.86,20.55,"9,461","9,531",-70
12/17/2015 01,21.03,19.39,"9,363","9,287",76
12/17/2015 02,18.03,17.55,"9,232","9,159",73
12/17/2015 03,17.51,17.1,"9,160","9,111",49
12/17/2015 04,17.09,16.54,"9,144","9,050",94
12/17/2015 05,16.2,16.76,"9,194","9,155",39
12/17/2015 06,17.49,17.32,"9,384","9,350",34
12/17/2015 07,17.75,17.98,"9,817","9,821",-4
12/17/2015 08,19.01,20.29,"10,372","10,359",13
12/17/2015 09,24.21,21.55,"10,498","10,491",7
12/17/2015 10,20.72,20.74,"10,445","10,423",22
12/17/2015 11,19.22,20.36,"10,444","10,390",54
12/17/2015 12,19.76,21.18,"10,433","10,347",86
12/17/2015 13,21.04,23.84,"10,377","10,340",37
12/17/2015 14,24.71,24.04,"10,368","10,291",77
12/17/2015 15,21.82,23.94,"10,349","10,283",66
12/17/2015 16,24.97,26.1,"10,384","10,428",-44
12/17/2015 17,32.12,30.33,"10,587","10,782",-195
12/17/2015 18,180.67,34.48,"10,971","10,944",27
12/17/2015 19,34.06,34.06,"10,846","10,814",32
12/17/2015 20,30.59,36.06,"10,769","10,757",12
12/17/2015 21,78.19,72.44,"10,648","10,644",4
12/17/2015 22,37.53,75.11,"10,411","10,473",-62
12/17/2015 23,32.72,34.69,"10,013","10,066",-53
12/17/2015 24,32.91,35.07,"9,645","9,677",-32
12/18/2015 01,21.32,24.06,"9,402","9,443",-41
12/18/2015 02,22.29,23.16,"9,272","9,324",-52
12/18/2015 03,18.09,19.35,"9,200","9,257",-57
12/18/2015 04,18.14,18.14,"9,182","9,236",-54
12/18/2015 05,17.74,17.83,"9,238","9,239",-1
12/18/2015 06,18.01,18.01,"9,420","9,461",-41
12/18/2015 07,18.11,18.09,"9,835","9,918",-83
12/18/2015 08,18.77,18.86,"10,386","10,493",-107
12/18/2015 09,51.51,40.75,"10,538","10,687",-149
12/18/2015 10,51.51,40.63,"10,500","10,582",-82
12/18/2015 11,19.21,22.69,"10,502","10,650",-148
12/18/2015 12,19.22,19.22,"10,486","10,655",-169
12/18/2015 13,19.23,19.22,"10,424","10,629",-205
12/18/2015 14,19.11,18.99,"10,401","10,638",-237
12/18/2015 15,18.91,18.71,"10,371","10,648",-277
12/18/2015 16,18.53,17.99,"10,376","10,647",-271
12/18/2015 17,18.41,18.17,"10,532","10,763",-231
12/18/2015 18,19.09,19.37,"10,887","10,931",-44
12/18/2015 19,16.84,17.44,"10,750","10,817",-67
12/18/2015 20,17.63,17.58,"10,653","10,714",-61
12/18/2015 21,17.99,17.57,"10,528","10,530",-2
12/18/2015 22,17.66,17.63,"10,312","10,318",-6
12/18/2015 23,17.45,17.64,"9,986","10,052",-66
12/18/2015 24,17.46,16.46,"9,679","9,703",-24
12/19/2015 01,13.3,15.16,"9,358","9,431",-73
12/19/2015 02,13.65,14.25,"9,202","9,214",-12
12/19/2015 03,14.08,13.53,"9,109","9,059",50
12/19/2015 04,12.01,13.62,"9,075","8,967",108
12/19/2015 05,13.65,13.61,"9,087","9,022",65
